Source;Target;Weight
25;26;0.26264953503719357
26;14;0.27894294565112987
18;9;0.25
21;22;0.3010299956639812
21;15;1.0
23;20;1.0
24;27;0.38685280723454163
27;21;0.23981246656813146
6;25;0.23981246656813146
26;16;0.25
9;28;0.38685280723454163
28;21;0.25
19;1;1.0
7;16;0.5
11;22;0.38685280723454163
26;29;1.0
29;19;0.5
10;25;0.3333333333333333
27;6;0.26264953503719357
7;15;0.27894294565112987
1;30;0.3333333333333333
30;13;0.38685280723454163
15;22;0.5
13;6;0.25
14;24;0.26264953503719357
14;28;1.0
11;27;0.27894294565112987
11;19;0.26264953503719357
0;25;0.3333333333333333
11;4;0.25
5;6;1.0
12;31;0.5
31;16;0.38685280723454163
10;32;1.0
32;28;1.0
20;26;1.0
3;15;0.26264953503719357
31;33;0.3333333333333333
33;1;0.3333333333333333
30;34;0.2313782131597592
34;12;0.5
7;3;0.3010299956639812
22;20;0.5
27;35;0.23981246656813146
35;5;0.5
5;36;0.5
36;1;0.25
32;37;0.25
37;21;0.27894294565112987
22;2;0.26264953503719357
25;5;0.3010299956639812
26;38;0.27894294565112987
38;7;0.27894294565112987
25;11;0.26264953503719357
35;22;0.38685280723454163
26;28;0.3333333333333333
30;22;0.3010299956639812
32;38;0.27894294565112987
2;9;0.38685280723454163
1;29;0.5
6;20;0.3333333333333333
3;28;0.25
21;23;1.0
25;39;0.3010299956639812
39;6;0.5
13;15;0.27894294565112987
9;37;1.0
18;40;0.23981246656813146
40;13;0.23981246656813146
38;20;0.23981246656813146
29;11;0.2313782131597592
7;41;0.5
41;38;0.3333333333333333
16;5;0.5
14;39;0.5
22;25;0.2313782131597592
7;18;0.2313782131597592
24;13;0.5
23;27;0.5
3;21;0.3333333333333333
5;16;0.3333333333333333
13;39;0.25
34;26;0.27894294565112987
39;26;0.25
26;30;0.2313782131597592
18;1;0.25
1;9;0.3010299956639812
3;40;0.25
13;42;1.0
42;17;0.27894294565112987
12;18;0.38685280723454163
19;43;0.3333333333333333
43;26;0.38685280723454163
18;24;0.27894294565112987
27;19;0.3010299956639812
34;14;0.27894294565112987
22;19;0.3333333333333333
33;0;1.0
33;44;0.27894294565112987
44;9;1.0
29;45;0.27894294565112987
45;22;0.23981246656813146
11;46;0.26264953503719357
46;15;0.27894294565112987
38;34;0.5
16;15;0.25
16;21;1.0
2;47;0.2313782131597592
47;40;0.3333333333333333
47;26;0.23981246656813146
21;35;0.38685280723454163
10;2;1.0
3;29;0.25
38;32;0.26264953503719357
40;10;0.3010299956639812
43;48;0.5
48;8;0.26264953503719357
28;29;0.3010299956639812
28;18;0.23981246656813146
20;49;0.26264953503719357
49;8;0.25
29;37;0.2313782131597592
20;36;0.2313782131597592
31;8;0.3010299956639812
48;17;0.5
4;23;1.0
48;41;0.25
22;50;0.26264953503719357
50;11;0.27894294565112987
13;51;0.27894294565112987
51;2;0.2313782131597592
18;2;0.38685280723454163
26;5;0.25
12;47;0.5
7;47;0.23981246656813146
0;18;0.5
30;29;0.3010299956639812
35;3;0.38685280723454163
10;9;0.38685280723454163
11;44;0.25
41;0;0.38685280723454163
11;48;0.38685280723454163
41;8;1.0
9;52;0.5
52;34;0.26264953503719357
1;17;0.5
9;53;0.27894294565112987
53;18;0.2313782131597592
12;54;1.0
54;0;0.25
22;34;0.25
54;55;0.38685280723454163
55;20;0.23981246656813146
50;28;0.2313782131597592
34;19;0.25
29;56;0.2313782131597592
56;53;0.3010299956639812
54;47;0.38685280723454163
54;53;0.25
53;12;0.38685280723454163
3;57;0.38685280723454163
57;26;0.5
10;55;0.5
36;43;0.27894294565112987
49;17;0.5
37;28;0.27894294565112987
38;58;0.23981246656813146
58;13;0.2313782131597592
20;37;0.27894294565112987
49;46;0.27894294565112987
53;21;1.0
19;17;0.38685280723454163
32;59;0.3333333333333333
59;14;0.3010299956639812
17;28;0.38685280723454163
34;50;0.38685280723454163
33;28;0.2313782131597592
26;60;0.2313782131597592
60;27;0.3010299956639812
54;61;0.23981246656813146
61;24;0.27894294565112987
3;35;0.25
27;46;0.26264953503719357
23;0;0.3010299956639812
23;25;0.25
41;43;0.5
9;20;0.3333333333333333
4;62;0.5
62;39;0.3333333333333333
18;12;1.0
46;63;0.38685280723454163
63;58;0.27894294565112987
27;56;0.27894294565112987
15;48;0.3333333333333333
39;36;0.23981246656813146
22;64;0.25
64;10;0.26264953503719357
23;65;0.26264953503719357
65;60;0.3333333333333333
55;38;0.26264953503719357
10;8;0.25
54;12;0.27894294565112987
28;41;0.3333333333333333
11;6;0.23981246656813146
65;66;0.5
66;30;0.38685280723454163
60;50;0.3010299956639812
58;29;0.3333333333333333
43;17;0.2313782131597592
66;45;0.2313782131597592
26;57;1.0
39;24;0.25
27;23;0.5
15;64;0.26264953503719357
40;23;1.0
31;49;1.0
46;49;0.3333333333333333
32;67;0.27894294565112987
67;44;0.5
38;56;0.38685280723454163
31;61;0.3333333333333333
46;29;0.38685280723454163
67;50;0.2313782131597592
22;38;0.25
10;58;0.23981246656813146
22;68;0.26264953503719357
68;34;0.25
64;62;0.27894294565112987
61;22;0.5
43;18;0.2313782131597592
44;67;0.38685280723454163
61;19;0.25
5;44;0.3333333333333333
38;36;0.23981246656813146
52;37;1.0
44;54;0.25
23;31;0.3010299956639812
49;14;0.27894294565112987
40;62;0.38685280723454163
59;25;0.26264953503719357
46;13;1.0
25;21;0.23981246656813146
49;65;0.2313782131597592
8;61;0.3010299956639812
29;33;0.5
14;61;0.27894294565112987
33;47;0.38685280723454163
65;25;0.3333333333333333
12;17;0.5
58;42;0.5
18;21;1.0
34;65;0.38685280723454163
56;54;0.23981246656813146
34;49;0.38685280723454163
21;69;0.3333333333333333
69;55;0.38685280723454163
26;47;0.3010299956639812
45;70;0.3333333333333333
70;25;0.5
36;19;0.5
20;33;0.38685280723454163
10;71;0.5
71;17;0.23981246656813146
58;70;0.2313782131597592
22;0;0.5
66;72;0.27894294565112987
72;41;0.5
27;73;0.23981246656813146
73;49;0.25
41;28;0.25
0;44;0.3333333333333333
53;50;0.5
73;14;0.23981246656813146
31;37;0.5
3;74;0.25
74;43;0.2313782131597592
48;26;0.23981246656813146
39;8;0.38685280723454163
64;67;0.5
74;18;0.25
39;66;0.38685280723454163
67;37;0.5
8;75;0.26264953503719357
75;61;1.0
60;76;0.23981246656813146
76;0;0.25
6;44;0.3010299956639812
60;62;0.3010299956639812
16;39;0.2313782131597592
5;77;0.3333333333333333
77;14;0.3333333333333333
50;78;0.23981246656813146
78;67;0.38685280723454163
10;38;0.23981246656813146
65;0;0.25
63;79;0.27894294565112987
79;10;0.23981246656813146
55;59;0.27894294565112987
3;41;0.3010299956639812
33;60;0.3010299956639812
12;33;0.25
61;25;0.27894294565112987
30;74;1.0
30;49;0.27894294565112987
53;72;0.2313782131597592
55;5;0.27894294565112987
50;46;0.26264953503719357
28;17;0.3333333333333333
77;3;0.26264953503719357
13;77;0.26264953503719357
48;64;0.23981246656813146
78;25;0.25
71;20;1.0
12;80;0.3333333333333333
80;17;0.5
76;81;0.3010299956639812
81;27;0.23981246656813146
80;82;0.25
82;54;0.23981246656813146
32;70;1.0
43;40;0.23981246656813146
15;36;0.3333333333333333
49;83;0.27894294565112987
83;31;1.0
11;42;0.23981246656813146
27;69;0.3333333333333333
50;0;0.23981246656813146
30;18;0.3010299956639812
9;32;0.27894294565112987
19;44;0.3333333333333333
80;71;0.5
32;7;0.23981246656813146
33;74;0.25
67;25;0.2313782131597592
39;44;0.5
51;84;0.2313782131597592
84;44;0.3333333333333333
15;77;0.2313782131597592
22;85;0.38685280723454163
85;40;0.3333333333333333
14;40;0.2313782131597592
52;42;0.23981246656813146
62;56;0.25
21;61;1.0
21;86;0.25
86;47;0.3010299956639812
66;25;0.25
46;1;0.23981246656813146
72;63;0.23981246656813146
60;9;0.3010299956639812
68;87;0.38685280723454163
87;14;0.38685280723454163
33;40;0.5
0;28;0.27894294565112987
78;6;0.26264953503719357
82;88;0.25
88;64;1.0
86;55;0.23981246656813146
13;11;0.5
13;35;0.5
3;26;1.0
27;41;0.25
79;38;0.27894294565112987
1;24;0.23981246656813146
1;27;0.2313782131597592
44;56;0.23981246656813146
85;60;0.38685280723454163
38;80;0.23981246656813146
21;89;0.25
89;69;0.26264953503719357
89;68;0.27894294565112987
44;21;0.3010299956639812
23;49;0.3010299956639812
51;65;0.26264953503719357
46;90;0.25
90;56;0.23981246656813146
77;32;0.2313782131597592
68;66;0.25
24;38;0.5
9;62;0.25
21;25;0.3010299956639812
71;73;0.3010299956639812
22;91;0.3333333333333333
91;25;0.25
15;37;0.27894294565112987
66;85;0.5
56;92;1.0
92;38;0.27894294565112987
22;80;0.25
63;39;0.5
30;8;0.3333333333333333
46;68;0.5
0;22;1.0
41;12;0.38685280723454163
74;30;0.25
81;68;1.0
69;93;0.38685280723454163
93;29;0.2313782131597592
31;44;0.27894294565112987
19;58;0.26264953503719357
51;7;0.25
2;82;0.2313782131597592
34;94;0.5
94;53;1.0
12;95;0.26264953503719357
95;52;0.26264953503719357
87;9;0.26264953503719357
33;96;0.27894294565112987
96;47;0.26264953503719357
29;89;0.2313782131597592
65;29;0.26264953503719357
45;36;0.2313782131597592
46;97;0.38685280723454163
97;94;0.25
17;72;0.25
97;67;0.2313782131597592
56;21;0.26264953503719357
48;97;0.2313782131597592
26;48;0.5
96;84;0.2313782131597592
45;33;0.3010299956639812
89;84;0.26264953503719357
55;19;0.27894294565112987
36;41;0.2313782131597592
35;93;0.3333333333333333
88;98;0.3333333333333333
98;50;0.3333333333333333
47;75;0.3010299956639812
83;96;0.5
14;65;0.25
2;84;0.2313782131597592
4;79;0.23981246656813146
39;79;0.27894294565112987
67;99;0.38685280723454163
99;16;0.25
86;49;0.3010299956639812
20;86;0.2313782131597592
97;61;0.5
45;100;0.25
100;1;1.0
55;14;0.2313782131597592
52;38;0.27894294565112987
74;51;0.5
24;9;0.3010299956639812
93;14;0.3010299956639812
30;75;0.23981246656813146
97;81;0.3333333333333333
80;41;0.26264953503719357
9;101;0.3333333333333333
101;73;0.38685280723454163
101;13;0.3333333333333333
68;98;0.5
64;102;0.5
102;58;0.27894294565112987
100;53;0.3333333333333333
11;103;0.3010299956639812
103;90;0.3333333333333333
23;104;0.5
104;11;0.25
19;18;0.3333333333333333
62;35;0.26264953503719357
7;29;0.2313782131597592
86;45;0.5
20;80;0.2313782131597592
14;105;0.5
105;98;0.38685280723454163
71;40;0.3333333333333333
54;3;0.3010299956639812
31;106;0.5
106;64;0.38685280723454163
73;80;0.2313782131597592
28;84;0.23981246656813146
16;59;0.26264953503719357
49;107;0.23981246656813146
107;14;0.26264953503719357
21;11;0.5
3;103;0.38685280723454163
104;77;0.27894294565112987
89;58;0.3010299956639812
13;108;0.2313782131597592
108;102;0.2313782131597592
45;109;0.26264953503719357
109;40;0.3010299956639812
36;110;0.25
110;87;1.0
105;53;0.26264953503719357
43;111;0.27894294565112987
111;19;0.3333333333333333
8;41;0.3333333333333333
95;80;0.26264953503719357
32;112;0.3333333333333333
112;10;0.25
11;49;0.3010299956639812
78;111;0.23981246656813146
40;87;0.3333333333333333
66;113;0.25
113;92;0.3010299956639812
103;18;0.38685280723454163
80;84;0.2313782131597592
22;114;0.27894294565112987
114;64;0.26264953503719357
50;95;1.0
38;51;0.23981246656813146
38;10;0.2313782131597592
40;112;0.5
49;115;0.25
115;78;0.38685280723454163
29;116;0.38685280723454163
116;58;0.25
13;117;0.25
117;74;0.3333333333333333
38;2;0.2313782131597592
86;100;0.3010299956639812
75;118;1.0
118;113;1.0
66;49;0.2313782131597592
110;118;0.26264953503719357
19;96;0.5
111;52;0.25
22;119;0.38685280723454163
119;106;0.27894294565112987
72;120;0.27894294565112987
120;45;1.0
81;6;0.2313782131597592
42;96;1.0
91;115;0.27894294565112987
120;0;0.5
41;74;0.25
80;121;1.0
121;50;0.3010299956639812
114;71;0.38685280723454163
31;19;0.26264953503719357
31;109;1.0
41;40;0.25
5;52;0.3333333333333333
43;14;0.25
89;31;0.26264953503719357
107;122;0.27894294565112987
122;106;0.27894294565112987
115;12;0.38685280723454163
43;107;0.38685280723454163
11;111;0.38685280723454163
38;79;0.25
64;12;0.26264953503719357
13;123;0.2313782131597592
123;105;0.3333333333333333
116;82;0.3333333333333333
80;124;0.2313782131597592
124;93;0.23981246656813146
110;125;0.27894294565112987
125;19;0.3333333333333333
109;126;1.0
126;22;0.3333333333333333
119;39;1.0
115;47;0.27894294565112987
43;99;0.2313782131597592
115;109;0.5
90;91;0.3333333333333333
57;39;0.3333333333333333
123;46;0.5
43;84;0.38685280723454163
7;127;1.0
127;106;0.3333333333333333
93;55;0.3010299956639812
108;20;0.26264953503719357
31;65;0.2313782131597592
112;128;0.3010299956639812
128;66;0.3333333333333333
22;37;0.2313782131597592
115;129;0.2313782131597592
129;61;0.26264953503719357
14;100;0.3333333333333333
129;130;0.3010299956639812
130;70;0.38685280723454163
90;4;0.3333333333333333
44;32;0.3333333333333333
19;106;1.0
121;61;0.5
129;66;0.23981246656813146
114;120;0.2313782131597592
5;127;0.25
42;86;0.5
6;64;0.26264953503719357
80;95;0.2313782131597592
65;131;0.23981246656813146
131;36;0.5
75;114;0.25
71;132;0.26264953503719357
132;75;0.3010299956639812
87;39;0.3333333333333333
95;16;1.0
125;133;0.2313782131597592
133;108;0.26264953503719357
96;69;0.27894294565112987
13;131;0.26264953503719357
89;16;0.3333333333333333
128;133;0.26264953503719357
82;55;1.0
115;22;0.27894294565112987
78;110;0.5
31;134;0.38685280723454163
134;88;0.38685280723454163
48;117;0.25
53;81;0.2313782131597592
90;49;0.27894294565112987
32;73;0.3010299956639812
107;92;0.25
117;25;0.5
109;112;0.25
134;113;0.27894294565112987
119;91;1.0
40;30;1.0
72;135;0.25
135;95;0.2313782131597592
81;1;1.0
52;79;0.2313782131597592
77;96;0.23981246656813146
82;102;0.27894294565112987
51;126;0.3333333333333333
128;54;0.3333333333333333
17;67;0.25
34;130;0.25
107;96;0.25
11;124;0.5
19;61;0.27894294565112987
113;34;0.26264953503719357
12;28;0.25
109;85;1.0
30;3;0.2313782131597592
91;70;0.3333333333333333
91;132;0.2313782131597592
18;121;0.3010299956639812
96;113;0.5
0;79;0.27894294565112987
80;103;0.2313782131597592
77;93;0.3010299956639812
135;116;0.3333333333333333
90;136;0.2313782131597592
136;63;0.5
91;52;0.3010299956639812
48;135;0.38685280723454163
21;137;0.23981246656813146
137;134;0.23981246656813146
29;14;0.3333333333333333
126;106;0.2313782131597592
60;102;0.5
104;96;0.3333333333333333
98;121;0.3333333333333333
95;94;1.0
87;81;0.5
119;48;0.3010299956639812
92;89;0.26264953503719357
111;131;0.2313782131597592
47;96;0.3010299956639812
101;126;0.2313782131597592
25;28;0.27894294565112987
65;69;0.3333333333333333
24;122;0.2313782131597592
128;73;0.25
108;93;0.25
95;50;0.38685280723454163
128;105;0.5
46;99;0.27894294565112987
101;9;1.0
62;11;0.2313782131597592
86;54;0.25
27;120;0.3010299956639812
19;51;1.0
137;138;0.5
138;134;1.0
6;70;0.25
92;113;0.27894294565112987
70;131;0.27894294565112987
100;13;0.26264953503719357
24;94;0.38685280723454163
51;139;0.3010299956639812
139;46;0.38685280723454163
62;132;0.2313782131597592
68;31;0.23981246656813146
43;72;0.2313782131597592
129;140;0.25
140;5;0.23981246656813146
130;5;0.25
66;116;0.5
96;75;0.27894294565112987
135;55;0.27894294565112987
58;141;0.23981246656813146
141;21;0.5
129;110;0.5
61;45;0.2313782131597592
19;142;0.38685280723454163
142;45;0.3010299956639812
12;10;0.3333333333333333
90;115;0.27894294565112987
6;143;0.26264953503719357
143;89;0.26264953503719357
21;44;0.38685280723454163
33;93;0.3010299956639812
26;144;0.2313782131597592
144;44;0.26264953503719357
10;145;0.25
145;71;0.2313782131597592
76;145;0.2313782131597592
62;69;0.25
45;80;0.23981246656813146
49;146;0.5
146;102;0.23981246656813146
56;58;0.25
51;10;0.2313782131597592
58;103;0.3010299956639812
74;59;1.0
73;136;0.27894294565112987
136;108;0.26264953503719357
81;58;0.25
49;91;0.38685280723454163
76;17;0.3010299956639812
118;29;0.5
55;36;0.2313782131597592
55;7;0.3010299956639812
53;5;0.26264953503719357
78;147;0.25
147;85;0.27894294565112987
56;47;0.3010299956639812
127;148;0.27894294565112987
148;90;0.26264953503719357
97;93;0.27894294565112987
9;96;0.25
77;99;0.23981246656813146
43;114;0.23981246656813146
19;149;0.3010299956639812
149;43;0.3333333333333333
37;150;0.2313782131597592
150;78;0.3010299956639812
92;91;0.5
109;80;0.23981246656813146
71;8;0.25
142;117;0.3010299956639812
27;45;1.0
41;124;0.26264953503719357
75;30;0.3333333333333333
58;151;0.26264953503719357
151;86;0.26264953503719357
65;38;0.23981246656813146
74;152;0.25
152;127;0.23981246656813146
14;137;0.3333333333333333
109;153;0.3010299956639812
153;137;0.3010299956639812
35;81;0.26264953503719357
63;126;0.23981246656813146
139;38;0.27894294565112987
151;117;0.5
24;116;0.3333333333333333
54;142;0.5
91;154;0.25
154;18;0.5
62;155;0.26264953503719357
155;78;0.3010299956639812
51;34;0.2313782131597592
15;27;0.26264953503719357
61;139;0.5
59;115;0.38685280723454163
137;77;0.26264953503719357
145;156;0.3333333333333333
156;6;0.27894294565112987
66;157;0.5
157;1;0.25
112;155;0.2313782131597592
62;158;0.38685280723454163
158;103;0.26264953503719357
22;120;0.23981246656813146
47;64;0.3010299956639812
73;121;0.27894294565112987
114;144;0.23981246656813146
109;120;0.26264953503719357
129;158;0.2313782131597592
77;18;0.27894294565112987
105;49;0.38685280723454163
68;144;0.3010299956639812
93;126;0.26264953503719357
16;159;0.2313782131597592
159;49;0.26264953503719357
137;160;0.5
160;62;0.3333333333333333
73;150;0.38685280723454163
125;132;0.3333333333333333
138;13;0.23981246656813146
60;41;0.38685280723454163
80;130;0.3010299956639812
152;23;0.5
107;129;0.3010299956639812
131;161;0.27894294565112987
161;119;0.26264953503719357
113;29;0.3333333333333333
7;45;0.5
53;162;0.5
162;30;0.23981246656813146
22;94;0.25
18;163;0.38685280723454163
163;45;0.26264953503719357
44;20;0.26264953503719357
20;91;0.2313782131597592
54;136;0.27894294565112987
92;109;0.5
47;108;0.38685280723454163
28;100;0.38685280723454163
142;18;0.25
114;76;1.0
137;71;0.3010299956639812
87;21;0.25
114;2;0.5
58;128;0.3010299956639812
69;164;1.0
164;54;0.27894294565112987
65;139;0.3010299956639812
133;30;0.27894294565112987
94;7;0.3010299956639812
47;46;0.3333333333333333
151;165;1.0
165;96;0.2313782131597592
84;145;0.5
9;166;0.25
166;82;0.25
52;167;0.38685280723454163
167;69;0.3010299956639812
129;52;0.38685280723454163
167;133;0.5
69;121;0.25
34;143;0.23981246656813146
94;116;0.2313782131597592
69;153;0.3333333333333333
90;168;0.38685280723454163
168;143;0.3010299956639812
61;8;1.0
89;169;0.27894294565112987
169;130;0.2313782131597592
72;111;0.26264953503719357
43;131;0.2313782131597592
3;164;0.3333333333333333
159;72;1.0
120;118;0.3010299956639812
101;145;0.26264953503719357
154;43;1.0
122;136;0.25
14;48;0.23981246656813146
93;46;0.26264953503719357
63;5;0.2313782131597592
50;135;0.3333333333333333
92;29;1.0
101;62;0.38685280723454163
10;130;0.3333333333333333
41;110;0.3333333333333333
141;81;0.5
57;170;0.2313782131597592
170;71;0.23981246656813146
109;171;0.3333333333333333
171;132;0.27894294565112987
0;17;0.3333333333333333
127;172;0.3010299956639812
172;143;0.5
126;7;0.27894294565112987
121;173;0.2313782131597592
173;23;0.5
1;82;0.5
33;53;0.3010299956639812
107;84;0.27894294565112987
120;154;0.3333333333333333
39;104;0.5
54;94;1.0
46;53;1.0
69;31;0.2313782131597592
44;174;0.5
174;91;0.26264953503719357
83;166;0.3010299956639812
119;64;0.27894294565112987
38;111;0.5
159;129;0.5
173;30;0.3010299956639812
126;166;0.3333333333333333
145;175;0.38685280723454163
175;170;0.5
17;78;0.23981246656813146
104;145;0.25
80;139;1.0
150;77;0.38685280723454163
9;176;0.26264953503719357
176;24;0.38685280723454163
151;177;0.38685280723454163
177;87;0.27894294565112987
90;31;0.23981246656813146
36;86;0.2313782131597592
1;89;0.25
54;173;0.3010299956639812
116;43;0.23981246656813146
128;119;0.38685280723454163
169;31;0.26264953503719357
12;36;0.26264953503719357
18;178;0.27894294565112987
178;0;0.3333333333333333
76;179;0.26264953503719357
179;89;0.23981246656813146
28;180;0.26264953503719357
180;10;0.3010299956639812
111;181;0.5
181;74;0.3333333333333333
15;6;0.3333333333333333
40;182;0.3333333333333333
182;65;0.27894294565112987
87;145;0.5
46;7;0.25
96;180;0.25
79;102;0.27894294565112987
33;121;1.0
102;78;0.27894294565112987
70;137;0.26264953503719357
66;183;1.0
183;165;0.3010299956639812
144;80;0.23981246656813146
76;50;0.38685280723454163
96;134;0.23981246656813146
65;2;0.25
96;70;0.27894294565112987
156;106;0.25
57;25;0.26264953503719357
112;184;0.38685280723454163
184;165;0.38685280723454163
38;126;0.5
125;96;0.2313782131597592
71;185;0.25
185;167;0.38685280723454163
178;109;0.3010299956639812
40;65;0.38685280723454163
156;186;0.5
186;70;0.3333333333333333
73;93;0.25
48;99;0.3010299956639812
28;35;0.2313782131597592
124;18;0.26264953503719357
121;165;0.2313782131597592
51;151;0.23981246656813146
95;84;0.38685280723454163
79;156;0.3010299956639812
12;187;0.3010299956639812
187;2;0.27894294565112987
57;56;0.2313782131597592
162;188;0.26264953503719357
188;81;0.3010299956639812
93;189;1.0
189;9;0.3010299956639812
77;2;0.25
182;93;0.2313782131597592
56;166;0.26264953503719357
61;154;0.26264953503719357
160;56;0.2313782131597592
132;159;0.25
21;55;0.3333333333333333
122;89;0.2313782131597592
63;59;0.2313782131597592
14;93;0.5
86;51;0.27894294565112987
57;190;0.3333333333333333
190;146;0.3010299956639812
94;191;0.3333333333333333
191;118;0.23981246656813146
73;145;0.38685280723454163
20;58;0.27894294565112987
137;192;0.23981246656813146
192;0;0.5
152;131;0.3010299956639812
20;186;0.25
9;2;0.38685280723454163
67;79;0.38685280723454163
97;90;0.5
187;143;0.3010299956639812
48;120;0.23981246656813146
104;184;0.26264953503719357
16;37;0.25
38;193;0.5
193;122;0.3333333333333333
176;156;0.27894294565112987
41;58;1.0
66;147;0.25
82;98;0.2313782131597592
130;109;0.25
60;48;0.5
35;163;0.25
191;106;0.5
69;27;0.3333333333333333
43;123;0.27894294565112987
139;56;0.38685280723454163
29;194;1.0
194;38;0.3010299956639812
57;156;0.23981246656813146
10;78;0.3010299956639812
177;47;0.3333333333333333
9;123;0.2313782131597592
166;89;0.3333333333333333
28;144;0.26264953503719357
67;195;0.27894294565112987
195;56;0.2313782131597592
86;5;0.38685280723454163
24;89;0.5
180;167;0.38685280723454163
123;74;0.23981246656813146
44;196;0.27894294565112987
196;3;0.38685280723454163
105;165;0.26264953503719357
15;84;0.25
165;38;1.0
101;38;1.0
91;103;0.23981246656813146
142;166;0.2313782131597592
188;112;0.25
166;19;1.0
42;85;0.3010299956639812
165;144;0.27894294565112987
158;95;0.2313782131597592
45;147;0.3010299956639812
166;171;0.3333333333333333
109;6;0.5
52;197;0.2313782131597592
197;75;0.3333333333333333
127;4;1.0
34;198;0.38685280723454163
198;189;0.3333333333333333
94;32;0.38685280723454163
197;199;0.23981246656813146
199;148;0.3010299956639812
182;2;0.3333333333333333
84;74;1.0
54;27;0.38685280723454163
117;111;1.0
108;53;0.27894294565112987
38;200;0.3010299956639812
200;77;0.3010299956639812
194;131;0.3010299956639812
87;133;0.2313782131597592
183;76;0.5
149;201;0.3333333333333333
201;82;0.27894294565112987
157;12;0.26264953503719357
35;24;0.3010299956639812
81;75;0.27894294565112987
50;144;1.0
4;136;0.2313782131597592
89;137;0.23981246656813146
23;111;0.3333333333333333
135;15;0.23981246656813146
183;132;0.38685280723454163
1;127;0.5
86;158;0.23981246656813146
2;202;0.2313782131597592
202;99;1.0
62;123;0.38685280723454163
161;118;1.0
199;21;0.26264953503719357
175;110;0.27894294565112987
65;88;0.3333333333333333
86;6;0.38685280723454163
97;171;0.26264953503719357
68;79;0.5
104;120;0.26264953503719357
136;203;0.38685280723454163
203;94;0.26264953503719357
53;3;0.26264953503719357
100;204;0.27894294565112987
204;29;0.38685280723454163
12;205;0.5
205;149;0.26264953503719357
7;40;0.25
40;162;0.25
151;148;0.2313782131597592
162;97;0.26264953503719357
172;1;0.27894294565112987
32;182;0.26264953503719357
116;206;0.3333333333333333
206;109;0.23981246656813146
24;183;0.23981246656813146
139;207;0.3010299956639812
207;130;0.5
183;58;0.38685280723454163
144;15;0.27894294565112987
162;29;0.27894294565112987
5;110;0.3333333333333333
183;208;0.38685280723454163
208;49;0.23981246656813146
27;179;0.2313782131597592
78;180;0.23981246656813146
